2026-01-09 09:51:52,877|192.168.117.1|idevelop.yaml|DEFAULT_GROUP|null|null|1764138635000|pull|ok|-1|192.168.117.1|false
2026-01-09 09:51:52,891|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1767841124000|pull|ok|-1|192.168.117.1|false
2026-01-09 09:59:58,719|192.168.117.1|idevelop-resource-dev.yaml|DEFAULT_GROUP|null|null|1763450511000|pull|ok|-1|192.168.117.1|false
2026-01-09 09:59:58,733|192.168.117.1|idevelop|DEFAULT_GROUP|null|null|-1|pull|not-found|-1|192.168.117.1|false
2026-01-09 09:59:58,737|192.168.117.1|idevelop.yaml|DEFAULT_GROUP|null|null|1764138635000|pull|ok|-1|192.168.117.1|false
2026-01-09 09:59:58,752|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1767841124000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:04:37,764|192.168.117.1|idevelop-resource-dev.yaml|DEFAULT_GROUP|null|null|1763450511000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:04:37,780|192.168.117.1|idevelop|DEFAULT_GROUP|null|null|-1|pull|not-found|-1|192.168.117.1|false
2026-01-09 10:04:37,785|192.168.117.1|idevelop.yaml|DEFAULT_GROUP|null|null|1764138635000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:04:37,799|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1767841124000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:01,936|192.168.117.1|idevelop|DEFAULT_GROUP|null|null|-1|pull|not-found|-1|192.168.117.1|false
2026-01-09 10:20:01,956|192.168.117.1|idevelop.yaml|DEFAULT_GROUP|null|null|1764138635000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:01,990|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1767841124000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:16,334|192.168.117.1|idevelop-resource-dev.yaml|DEFAULT_GROUP|null|null|1763450511000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:16,358|192.168.117.1|idevelop|DEFAULT_GROUP|null|null|-1|pull|not-found|-1|192.168.117.1|false
2026-01-09 10:20:16,366|192.168.117.1|idevelop.yaml|DEFAULT_GROUP|null|null|1764138635000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:16,390|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1767841124000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:21,387|192.168.117.1|idevelop|DEFAULT_GROUP|null|null|-1|pull|not-found|-1|192.168.117.1|false
2026-01-09 10:20:21,404|192.168.117.1|idevelop.yaml|DEFAULT_GROUP|null|null|1764138635000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:21,437|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1767841124000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:26,070|192.168.117.1|idevelop|DEFAULT_GROUP|null|null|-1|pull|not-found|-1|192.168.117.1|false
2026-01-09 10:20:26,079|192.168.117.1|idevelop.yaml|DEFAULT_GROUP|null|null|1764138635000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:26,095|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1767841124000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:30,220|192.168.117.1|idevelop|DEFAULT_GROUP|null|null|-1|pull|not-found|-1|192.168.117.1|false
2026-01-09 10:20:30,229|192.168.117.1|idevelop.yaml|DEFAULT_GROUP|null|null|1764138635000|pull|ok|-1|192.168.117.1|false
2026-01-09 10:20:30,252|192.168.117.1|idevelop-dev.yaml|DEFAULT_GROUP|null|null|1767841124000|pull|ok|-1|192.168.117.1|false
